id_etudiant	id_promo	nom	prenom	id_secu	num_banque	 age
33	3	HOLDEMAN	Vasquez	362095397243188	HP38012991047401940185	29
34	1	LAJUANA	Danziger	375283896084489	OX30486551278022644417	31
35	12	JOSEY	Grays	991514051921412	YE31568656772087947721	24
36	8	LEGGIO	Esta	227773520080019	OM94063090404941336752	27
37	5	LINO	Mina	777206961104713	XH79413836566434478953	27
38	2	FRISCH	Mcelrath	439947479240330	TP78329791904998939135	22
39	5	JAMEL	Pickles	658604171469475	SS97941885787958867878	19
40	7	DANZIGER	Joselyn	290422928988907	DK53272504101709285432	22
41	2	FOUCH	Leggio	882837019468087	LE65200311499977781034	20
42	5	NETA	Evelia	967811690462477	QX22174974066235163858	24
43	6	LAJUANA	Pickles	814100745984358	GL32055444770158226881	26
44	9	SIMA	Rutigliano	374799708438038	QU12015537927179018441	22
45	12	MARGORIE	Emmons	083068420836812	NC54466808405897784451	25
46	3	HOLDEMAN	Sparks	643617844393336	RO97165054567770648844	29
47	11	ESTA	Christoper	220088910057454	RB14614296190169197367	28
48	2	MULVEY	Staff	945377212915132	NI70265184614461044258	20
49	12	IDELLA	Danziger	791628059039216	YG77523162097054066845	26
50	7	RICARDO	Meredith	586121152532179	WP60485512797167432440	30
51	7	GERDA	Winder	542427673973921	FB56692738781392109160	28
52	11	STEGALL	Jovel	731808564247091	BH24686550915496343309	23
53	5	MARGORIE	Haig	379882211836650	WQ66264284040098959027	30
54	9	ELSBERRY	Parthenia	552849673604140	UE09899838555144293479	20
55	1	ANAMARIA	Asaro	775023953175467	NK43835364071029182731	28
56	12	PLEAS	Vincenzo	447051600068404	CJ92120855739688935747	19
57	6	ASKEY	Shanti	883615300568950	CO89911676273577158548	25
58	11	BRITNI	Lincoln	641967407543486	RT54638898511752977271	30
59	3	TERRELL	Mathers	309923821246372	WX90283175281169250130	18
60	6	MAYNE	Lorenzana	582151885519699	DM23918489241701025836	25
61	9	JOSELYN	Duffer	673460269066265	KU55233596304728165710	18
62	9	BRAZ	Carolynn	026109335829471	VO44491154661160301401	25
63	9	LINCOLN	Josephine	581203191997853	XN69459592457121031047	30
64	4	STANFORD	Haymaker	853979927324269	CZ04751036571235856856	29
65	9	CHITTENDEN	Pamula	100558589604553	NI28427577831096275752	23
66	4	ARICA	Isela	106480961624005	TQ43682272181547573864	24
67	6	CHITTENDEN	Leggio	010543759065619	EL76780524410314874702	22
68	6	ASENCIO	Moad	845395433698446	MY80981333244550459524	26
69	10	VERONIQUE	Mulvey	255220063614150	NM66719594488282202833	21
70	2	ILONA	Dahn	362922848651720	MF64907392920978961548	28
71	3	HAMLIN	Josephine	306037054442344	FZ60186932796859646660	31
72	3	DAHN	Frase	794172260551700	SH66108005132787646338	18
73	2	WITHEY	Dolloff	822801475244780	VM19562814612870887437	24
74	2	CHRISTOPER	Monika	529006816220168	IW34936455678249240237	31
75	7	WINDER	Graig	499157278179136	AJ24782601440173757713	20
76	4	KEECH	Speight	789255960617880	JB39392558588399858548	30
77	10	RICARDO	Eileen	285945153112059	UD19360690615073866592	21
78	8	KENIA	Tad	377150121887808	NG08385928937113643239	25
79	5	HANZLIK	Sears	852594631536410	QS05755565475698562892	30
80	1	MATHERS	Akiko	683609561520988	YO12127163439880310237	21
81	2	SCHECK	Winder	318638449742233	WN35163121927076081450	29
82	7	ROSALBA	Kimiko	452304720632816	CI88248276664733922056	19
83	11	MAREN	Christinia	313054287410432	BD67083434833965290752	23
84	9	STONEBRAKER	Braz	866985652750715	ZH91742692118753012174	18
85	1	HANZLIK	Harriet	981698403623368	RX22195131180477963608	29
86	4	HAIG	Holdeman	333385510735580	WU11101631706294216206	31
87	3	CHIANG	Lillia	188711624422145	ZO09393064668103120491	27
88	1	GRAYS	Rafael	040501209291215	XM59208726098938702239	24
89	4	MAXIMINA	Shanti	647701719403003	DV21428940540815497571	25
90	4	SEGOVIA	Britni	363026560010985	AZ59526603964112809973	31
91	10	GUSE	Kimiko	627580816231225	XG02594918678559849284	28
92	5	MAXIMINA	Wanita	756827896222923	XJ81173137565811435544	30
93	3	LINCOLN	Lino	286572152680553	QY88148602753375695453	20
94	5	CARMELITA	Carline	559349370653837	LL38050651633610377408	23
95	3	BLISS	Patao	776891126737709	GM70844504535339000094	25
96	8	GUSE	Hamlin	214752270841329	WG09843820071309403375	24
97	7	FRASE	Ed	890536400073147	EI33101566503057844653	24
98	8	PAGE	Luann	327298838375825	LC94465439906593889728	30
99	8	MARGORIE	Rudy	565750943482940	EU79136294344224361822	28
100	1	CAROLYNN	Frisch	933828857731243	ZL42868204815345231156	24
101	3	MAXIMINA	Idella	793201990437105	MJ11315700875461759065	18
102	11	DUFFER	Askey	272517441974936	EQ61476465754899718233	31
103	6	PARTHENIA	Bastien	658257141674235	VJ24635850099026825565	29
104	11	TEASLEY	Emogene	527994354560274	HQ90790408182518025792	23
105	10	FRASE	Holdeman	662222501561589	FF90913690879947147331	30
106	2	NETA	Rafael	359991673205480	II39662400105561223303	31
107	2	HARRIET	Rafael	156726623614474	LB17376244050385609520	22
108	10	MARGORIE	Moad	676657109340858	IN64855697503574859054	20
109	7	SPEIGHT	Saucier	258014007292727	UC69276517416020216964	19
110	6	CARMELITA	Chittenden	701110239926090	CQ83183944211936693120	19
111	2	CRENSHAW	Westfield	156343461908220	IS65023534920289365518	19
112	7	ASKEY	Idella	051080892263969	PV21815079718117689642	31
113	11	CHRISTINIA	Merrick	992198292027306	DC60918603523280376963	28
114	1	GOETZINGER	Coley	887061852158595	NL26916040609032448831	30
115	2	SIMA	Elmira	497060566351084	XK79347602761020790221	29
116	8	CARLINE	Erin	178373764527620	JV17714843612443705314	30
117	2	REDMOND	Carline	632666421951722	NK39212585713256417062	24
118	10	TEASLEY	Lincoln	022926779707557	OS70705645387753501755	26
119	12	LAQUANDA	Askey	396904240848132	BX37032582850657258554	21
120	1	ILONA	Veronique	483248163561823	QS56697384466452210433	21
121	5	HALINA	Rardin	232647812515151	OM10260059632120409774	19
122	5	MARGORIE	Janey	077228760691750	ZK82235193681173579965	26
123	10	STANFORD	Piedad	408703514638096	AO76411001221134072195	24
124	3	MASTER	Rosalba	341048775253801	GP59126643596211450306	26
125	10	BERTONE	Oelke	975924924001473	FV40614835443331694345	29
126	8	JAMEL	Haywood	803631508319746	AI44987966777095054500	31
127	7	HOLDEMAN	Lajuana	527319212862048	LN15852787959771098042	28
128	9	LUANN	Trivett	465293729691033	GU05911453726270842974	28
129	3	SPARKS	Towner	186023609952062	KG39812751773536537726	18
130	4	DUFFER	Pisano	655725766575465	DV32240167098074629450	26
131	4	HAYWOOD	Parthenia	037628366657206	FR92004049384063464596	30
132	7	CHRISTOPER	Towner	558819503464367	OQ57544512542867206833	20
133	6	LANDEN	Wallace	750478913554150	CY48818788128838839504	26
134	11	STASIA	Rita	680215370877363	GC77639550068486679157	30
135	9	ELSBERRY	Juliana	832722891849148	BU47535816388269458341	22
136	8	AKIKO	Elsberry	541036974743595	JZ99048565140295977153	24
137	7	ESTA	Pisano	897911475368908	TF08344062082184173735	21
138	9	BRAZ	Monika	739763362011878	VV56315615399505642668	29
139	5	DULCIE	Stegall	221376847716631	NN18142697768318562842	29
140	1	TAD	Abell	842371709109954	EW33634722237437029479	19
141	10	BLISS	Vasquez	372767727534242	SN31770378601612856526	29
142	7	MOAD	Britni	635431128667027	ZQ26296675329474545861	25
143	12	BRAZ	Graig	466152493225889	KR44108121561790623652	31
144	11	EMOGENE	Vincenzo	067644314279910	GB73564082543477397501	21
145	4	JAMEL	Thurmond	995677507947955	JG96410350696614751382	19
146	12	CRENSHAW	Haig	290990578233307	LE85332759685476403802	30
147	5	BOYD	Guse	203179328076243	JV80336446509740055238	22
148	6	LETCHWORTH	Boyles	943537330986071	NP34543267030446469593	31
149	1	MARGORIE	Dahn	914969479609086	FN22331710323102957831	27
150	1	JOSELYN	Asaro	907142089418668	UF88149973764835729084	20
151	9	LAQUANDA	Montag	902423393768147	WC27254817930412975870	29
152	6	WANITA	Lajuana	340771483766394	XH22235512067007459228	21
153	1	MONTAG	Pineo	648849302590619	TL35818034892874145015	23
154	10	NETA	Haith	211219270574707	VN16097785815488037702	18
155	2	MIRIAM	Kirsh	564432691631511	KC99088171152444147970	23
156	2	SCHECK	Goetzinger	535314732858998	ZO78288826866361963641	26
157	2	LEGGIO	Rita	430916460484197	FM68625371510288648758	21
158	10	MOLTON	Dolloff	077641943195924	VS65670247976508794082	30
159	2	LETCHWORTH	Mercy	766601262449632	OI15514227790152771357	23
160	7	VALRIE	Vasquez	729705625229817	NS41697357812249947119	18
161	4	HOLDEMAN	Boudreaux	067913208484495	XN37228770937797468128	29
162	9	MERRICK	Trivett	234684183470690	HT93280270683430138290	25
163	9	ELSBERRY	Bosak	839740128150719	XM87504733056457127263	25
164	5	RAFAEL	Stanford	963512749236975	AG28234569136513538026	28
165	12	HANZLIK	Catoe	900064215015168	SF00192267490018763016	30
166	10	COLEY	Thurmond	471564349723438	GJ85627082888293397220	28
167	12	JOSEPHINE	Towner	416105495040196	CC17799214767022049404	19
168	6	MINA	Merrick	726670327239244	OK96263214061804026892	25
169	11	RUTIGLIANO	Boudreaux	361570814975604	RU00697824183877370024	22
170	11	LAJUANA	Piedad	313407876776867	JQ84349114887099554998	23
171	11	MONTAG	Josephine	073453395793742	XT29066612016961248822	30
172	5	MINA	Bliss	174750920762598	AT00961551786643172216	30
173	8	VALRIE	Letchworth	292722920395689	QX94429475161155079978	27
174	7	AKIKO	Thurmond	421994345849622	JJ34732346899971095925	20
175	8	BRAZ	Boyles	570346609351957	KH54840105641746426001	29
176	7	DUFFER	Daniela	439473213173896	QM63771768255065684246	26
177	12	BARO	Pamula	569597193597308	US21345863617979241609	29
178	1	WESTFIELD	Keli	352464083045221	PH93382558452888834083	24
179	12	SYTSMA	Boudreaux	874762952648282	DD19665631332591791169	24
180	11	ARICA	Ilona	638012393469990	JZ63170668682340463318	27
181	12	MIRIAM	Joselyn	330343857571456	BJ93232737804047977827	21
182	5	JANEY	Sima	860189352115642	YK08637644429976550492	24
183	2	FRANCENE	Francene	508948378452055	BU73091466279571199369	29
184	2	RUTIGLIANO	Pearline	199656968557988	QQ54400340793998513507	23
185	4	SPARKS	Laquanda	321893874358700	QY50544965745784063097	29
186	11	DEETTA	Trivett	521810337485762	UI45265375182390839419	28
187	1	MCQUAID	Carmelita	355162093427864	DD54194396887249980721	25
188	9	OELKE	Kathleen	464607969775160	ZM00385252968762554489	23
189	1	KARREN	Westfield	050596120584232	TN34931549606978990321	18
190	8	VASQUEZ	Hettie	031421942203614	HB00368744874105703840	31
191	5	MERRICK	Pickles	155848507666475	CG39260552345311321564	28
192	8	SCHECK	Frase	987936576574034	XT43003638129163224766	19
193	8	HAITH	Leggio	568858416761494	MM32477824037975504700	27
194	7	PLUMBER	Kirsh	810987170101551	UX46155345539190533947	20
195	3	LINO	Gerda	594117212841185	SI13061478976081019726	25
196	12	SPARKS	Marchelle	367388948712739	EM99793355322386423554	29
197	8	JANEY	Rita	515681156745327	XF54140593522068292330	24
198	5	HETTIE	Idella	168486820778453	KK70480510528336720358	31
199	6	PICKLES	Laquanda	809944592981537	WM56092702604659340460	27
200	4	HETTIE	Guse	435173844566854	SF71515604152000647140	20
201	10	LUNA	Askey	755544841569762	RP86077586769177191181	31
202	3	DANIELA	Ricardo	236288906571259	JC24724279271620230828	24
203	10	MAYNE	Sears	775244379045152	KN07478760624118688629	21
204	4	ASARO	Emogene	488003878539467	XC14233562974434760721	26
205	10	STONEBRAKER	Stefania	580570441157649	LY73157172016342886151	24
206	12	TERRELL	Josephine	395502751218341	LP13171054909225120424	25
207	6	SATURNINA	Eddie	319397627645136	UI21049986637502450633	23
208	6	CHRISTOPER	Joaquin	769951346014927	HM79251728468432692085	24
209	3	LAJUANA	Kimiko	403349393208866	NA82019558610921208585	23
210	2	ASARO	Bickham	683585155094093	ML59895561352051556830	28
211	7	WALLACE	Pickles	505319939625427	TN14664373677294101450	22
212	2	DIFILIPPO	Tora	417951897328413	WO17994734543074912664	21
213	12	ELSBERRY	Wallace	410773547942521	WS03216889610494809557	25
214	7	MINA	Stasia	292313439039224	CS96037006952817290156	28
215	7	SATURNINA	Abell	076410172329026	MK39091178003597304552	18
216	11	CARMELITA	Britni	059808998451930	WQ03372527844618194023	19
217	12	PICKLES	Mina	272600329566552	VH18976258705114672909	18
218	5	STEFANIA	Margorie	796046066881604	LV88705025074349372785	20
219	9	MERRICK	Twiford	886632446608671	XQ78337272000306098080	25
220	6	RUDY	Margorie	404345664550701	CK12793119693312728282	21
221	7	DIFILIPPO	Josey	375162004402559	DO11638608898334349705	26
222	7	CARLINE	Pleas	209522632209187	PK80245364044095340812	31
223	8	TOWNER	Keech	701944312996732	MI47236970731033317160	23
224	3	MCQUAID	Harriet	746179615035098	XT37209999751686636436	31
225	1	EMMONS	Speight	890912091124717	GJ68279746581835661374	30
226	10	EMOGENE	Wallace	005967980885104	TK31051210832904976675	20
227	2	RARDIN	Emmons	055258726927957	LD45584780572767911284	31
228	12	DULCIE	Joaquin	970946475113808	IE75428195085581343117	30
229	5	LILLIA	Marchelle	027012669804557	SR52277714365654659408	22
230	12	JOSELYN	Terrell	013010967903440	OQ42363892950669120117	28
231	11	ASENCIO	Bickham	425754935015609	WV64777655669286545997	25
232	7	LUANN	Saturnina	544609821259207	EK91027163531316647649	23
233	11	ABELL	Pearline	620934050572243	EE78602140913449543618	22
234	5	HETTIE	Darcy	092292617787855	OV20039133554557549826	18
235	6	DEETTA	Christinia	717878877590619	YY56124182540484454304	25
236	6	HAYWOOD	Ilona	059818968439366	HM66942271565061622242	26
237	9	SAUCIER	Anamaria	339878829191518	CI68762525293941157524	25
238	9	SEARS	Joselyn	567946852047180	HC85307530495953070502	21
239	10	LUNA	Sartor	615094225712573	KL25067676803284913508	28
240	9	EVELIA	Baro	740758090757545	VG90047107601320392867	30
241	12	LETCHWORTH	Braz	426662049947570	QL52497198444373148798	31
242	6	BICKHAM	Graig	344566644058585	HI85932370136766295824	24
243	11	CRENSHAW	Oelke	260199873242560	VH20665758443438259918	30
244	1	SHANTI	Ballerini	732192355342560	QD27761301849507813713	25
245	8	HALINA	Carline	937646674399706	HH09192741681799710326	19
246	1	MAXIMINA	Keli	992875947186222	YT43176167510769043183	20
247	4	FOUCH	Ranger	755875121979781	PG59506633210542280399	31
248	12	HALINA	Ed	930106393648854	LM72886193770499356486	19
249	3	REDMOND	Kimiko	852515465471226	YB92957201656072223452	23
250	1	BOSAK	Tora	155845820071289	RS57662696768154411448	19
251	4	STEIL	Asencio	371440053949332	AE85590608414797873905	19
252	5	AKIKO	Patao	284372960979551	OJ63852559242653425583	22
253	2	SAUCIER	Holdeman	047555794573549	PI22543313016866630391	31
254	10	BOYD	Duffer	406622155161227	TE96382779292313437246	19
255	8	SPEIGHT	Monika	994868550707442	ZF42570039841432973077	23
256	1	JOSEPHINE	Neta	893160974976341	AI76212074161755448829	22
257	5	DANZIGER	Ilona	633791439791053	AD78162880424538466326	23
258	2	LETCHWORTH	Thurmond	355949245693058	PP20316693686599260219	29
259	9	GOETZINGER	Patao	984546823717528	XH64257793156447840553	28
260	3	GOETZINGER	Halina	148520422759183	QP56581160033297934610	21
261	6	LANDEN	Haywood	600391349816051	QU05658908875899148945	24
262	10	PINEO	Josephine	577258877311806	LX05053918093946108567	24
263	1	EMOGENE	Karly	010722490712834	XP06550705785336946374	27
264	4	SEARS	Karly	838057084297764	DM06951213174753248130	19
265	10	ILONA	Asaro	209360010337955	JY50726184730852700731	19
266	7	BOSAK	Stasia	333972295408987	QO01942128125812290493	26
267	12	JOSEPHINE	Dulcie	727435779329509	TW24206745728375705112	22
268	5	STAFF	Hanzlik	065803352946458	GC73711267078185996798	19
269	8	BERTONE	Guse	194983795475508	BQ12955748267648134306	20
270	3	RARDIN	Sima	938846946036457	SX43673707328289033135	25
271	4	LAQUANDA	Carmelita	200812000625573	AW25591021100251863843	23
272	1	CAROLYNN	Bastien	187710649540417	XC28357874807313287095	22
273	12	BALLERINI	Isela	601992727600473	KX80093828591450873882	21
274	10	COLEY	Letchworth	087246539071501	UA33786252889972809188	30
275	8	LUNA	Towner	891860967254192	XO16529089529301857914	29
276	1	LORENZANA	Kenia	032922509498512	ZQ09038116080866920110	29
277	4	BRITNI	Rufus	384320383540095	OX42614766328269487602	19
278	7	KIRSH	Darcy	563991481318498	XQ43001799097306335335	28
279	10	LETCHWORTH	Saucier	142550924223875	DO71345255559935303258	27
280	8	MCQUAID	Winder	080887488520231	BV46406126175945896725	20
281	9	JULIANA	Chiang	104363439380798	QN06131144978126436545	19
282	2	KATHLEEN	Mcelrath	095316176236305	LO93804746747221936884	30
283	12	LORENZANA	Christoper	306503835634940	XE56230915522206893807	31
284	3	STALLER	Staff	450386331091275	VW46594017516181036941	30
285	5	KARLY	Jovel	363238866747149	XR56855687300058701985	28
286	5	DORTHEY	Britni	481039310643552	FQ15559956028777965514	20
287	10	CRENSHAW	Coley	935903676358998	CF49701713854906889788	24
288	11	PINEO	Pineo	285684400703715	XY70410054905746425323	27
289	7	KOLMAN	Carmelita	742018500082731	AP02782460697940376489	27
290	8	DUFFER	Haywood	267316750093738	BK61216796658685208841	21
291	11	SYTSMA	Janiece	069717471475900	SN75221735457352569385	26
292	6	JOVEL	Mina	199024755921382	XG66806887285459342602	20
293	8	BLISS	Selden	665475931491359	AX07338773447538890115	21
294	7	BOYLES	Segovia	215664620058189	SI40239778743740725210	22
295	6	STEFANIA	Ulysses	108957133608508	VG45644336276886998976	19
296	8	GERDA	Coley	022768548732628	HT36007659392773061065	27
297	6	HAYWOOD	Rudy	162596561755141	CE74666378707102513315	29
298	11	FRASE	Winder	806236858847021	UB09298793666563898729	22
299	12	CAROLYNN	Speight	389161475957516	CK87242062043312831886	18
300	12	NEUHAUS	Catoe	737067526283578	ZF70692785505118173100	27
301	5	SEGOVIA	Difilippo	234912278541158	FV51129749709656037324	25
302	5	KEECH	Frase	058245021523744	YO15173543622858926230	28
303	12	RICARDO	Redmond	528888434327258	QT13110071813417460736	18
304	3	LAQUANDA	Stegall	330717060747191	QQ56701190626688372673	29
305	5	KIMIKO	Christoper	165063865695209	IX42593760760372607926	31
306	8	BASTIEN	Kazuko	186269810391577	NP40223854729730798567	18
307	11	SELDEN	Elmira	698810127645019	HO87180997757126529801	28
308	1	MERRICK	Janey	943936719187701	NK97614895328293933077	22
309	6	LINO	Boyles	328539224661715	XS77660338938367083356	24
310	2	KIRSH	Dulcie	629314489995676	YA94857340185540008016	18
311	7	RANGER	Lillia	119551683324314	VB58077446919787604436	28
312	6	BALLERINI	Thurmond	731263816991779	NI55228952923367454248	19
313	10	KOLMAN	Fouch	048434316739484	EO14851933668017028439	23
314	12	DUFFER	Askey	604106489611413	JD34010760268918536807	29
315	9	MCCURLEY	Baro	448316971112994	BJ46685068563106845845	21
316	11	THURMOND	Vincenzo	281353098626234	MY53799824267707769661	21
317	6	SYTSMA	Wanita	169441707302688	DL35353607404639093771	23
318	6	KAZUKO	Harriet	506784448850779	FF15794633804866231083	21
319	12	ZAHL	Christoper	554683792704537	XU76325450370795545103	30
320	8	JANEY	Moad	868266574533920	SV07295203335646291503	31
321	6	CHITTENDEN	Karly	960236116541730	LY74443556249565794048	21
322	8	GRAIG	Robyn	144603053683271	QP84285446162477164420	23
323	3	NEUHAUS	Francene	376410023387655	YX23159329766688602338	21
324	9	LILLIA	Keech	080773522902079	SY74105819044256969614	19
325	10	PIEDAD	Carmelita	308371709500826	SU03946050703986440248	23
326	6	STEIL	Akiko	718915863666300	DF98766175199529983724	29
327	12	LAJUANA	Rudy	926925457977438	MU29292716347399641527	25
328	6	ZAHL	Dahn	213292754703998	CF45549601607381327152	27
329	4	CARMELITA	Mcelrath	288874406454760	WJ57940061270066016768	28
330	8	FRANCENE	Maren	033871558416635	BH05513475704514324974	23
331	7	LAQUANDA	Mathers	750976261929110	WT90507734690254101320	23
332	2	MANIE	Segovia	444266851507260	XS12209127352496275457	25
333	2	ROSALBA	Haig	363794662201450	KS42038816494464905012	19
334	10	LETCHWORTH	Rutigliano	709303891947153	CG22998103294518984606	24
335	7	KENIA	Elmira	860168630554823	UB99338583494584091537	27
336	1	LAJUANA	Evelia	763905313998299	LV94685759750281431440	29
337	4	CARYN	Ulysses	737878220314910	UY03409764397906640166	25
338	3	STEFANIA	Wallace	765376306032833	AO05907436823442429215	31
339	2	ESTA	Haymaker	980089396457707	KS29948014430361749850	23
340	5	VALRIE	Wanita	178180798560245	JZ88142088286914956387	22
341	9	STALLER	Lincoln	415967177426956	IQ52862389942009634201	26
342	9	PLUMBER	Speight	961335721972673	AE02880243768344792286	21
343	6	GERDA	Rutigliano	213975342712107	HK58977946494815159995	19
344	1	DUFFER	Veronique	383487782318338	CJ79919214735789253535	21
345	3	ERIN	Manie	134252209314834	SE69712122516436419162	24
346	11	HAIG	Trivett	493464319816574	SM65003584252786693032	28
347	1	LEGGIO	Esta	139065677584758	JU40615182354177277071	31
348	11	MCELRATH	Braz	028206351798139	QR74428208335077282284	20
349	3	SIMA	Piedad	319107590280084	QW71715903068508296012	30
350	2	TU	Aarons	397532388747004	CL20547306824645874837	24
351	12	STONEBRAKER	Patao	286689533194401	IR71363818535936279125	20
352	6	HAYWOOD	Wallace	864779192791735	FD79761671084921089794	26
353	8	MCCURLEY	Pisano	086384275526560	KH64440779859968715630	18
354	4	MAYNE	Ranger	275388635467354	XG87590936123362531684	25
355	10	MONTAG	Tu	393236793242760	XZ58977877237025812684	30
356	9	MADDOCK	Asaro	603974262516176	ZL96240654414359531144	31
357	12	LORENZANA	Difilippo	667264897237339	KD49782788136454481163	25
358	4	ABELL	Twiford	036977538604299	ZK06298706569761158946	25
359	6	LAJUANA	Bosak	028360791571678	QZ97907975864728775271	31
360	6	JAMEL	Ayesha	999744625431993	XZ49797410574001304105	24
361	6	LEGGIO	Twiford	357623625390177	AJ68231001633724118498	22
362	12	CAROLYNN	Plumber	841193152802432	ZV96369254824522603238	29
363	4	SPARKS	Halina	596251760557881	OD04787173734277696511	24
364	6	RITA	Dahn	643785240988686	LR30432430961444247922	26
365	5	PISANO	Winder	071280541356266	MM44654426064295634446	28
366	12	RAFAEL	Mulvey	298775476243089	DY88363124808744716111	20
367	11	BOUDREAUX	Rutigliano	975969398945232	RG66930391463313181320	22
368	3	PISANO	Graig	038833721193373	YT49055728632885136485	19
369	5	TWIFORD	Rutigliano	198282171726494	PF92641336542633638376	23
370	10	JANIECE	Joaquin	320300714603198	IF76048514236111724010	19
371	1	LETCHWORTH	Selden	431292913388863	UG38519682913397884136	27
372	10	MAXIMINA	Mcelrath	643550574371769	FQ46210610619033495680	25
373	10	SARTOR	Speight	985095929986077	KC24661066239190748239	19
374	9	REDMOND	Asaro	050323233199606	KO14725893686085319951	27
375	6	ELMIRA	Danziger	392135463735441	WI25317308765830690708	23
376	11	RITA	Grays	951878003266636	NC87918607051221456451	31
377	2	BALLERINI	Sima	600099366476793	UP21058132507316758920	22
378	3	RUDY	Aarons	662379181080629	GK98047227484475062931	18
379	4	DIFILIPPO	Parthenia	636024688811105	OL49863096131015092746	24
380	12	STAFF	Abell	286171342082324	VE96210483925388031714	20
381	4	JANEY	Ranger	307508835834787	EF31486695646748455280	29
382	5	DUFFER	Sandie	730977272649710	PJ34554432724539564847	30
383	10	STEFANIA	Redmond	783989702022821	SU27655366330952363312	27
384	12	BRITNI	Mcelrath	585645012631051	MJ59463869467471810707	22
385	10	TORA	Scheck	142252163240915	FY93102800334643188398	30
386	11	RAFAEL	Selden	099641604349355	QU90057046703880862689	31
387	3	ASARO	Lincoln	650125809104643	SB50112356510434117908	20
388	4	COLEY	Rufus	982004955941396	NW21532807109201601235	31
389	5	JANEY	Ricardo	366843447889637	TD02791448460980112199	29
390	3	FOUCH	Tad	551116793389898	JE31689055278819331039	25
391	1	TAD	Pisano	971012119167617	PR05877070829112886217	19
392	11	FRISCH	Piedad	449473158346526	QG90289949502822119897	25
393	11	LUNA	Valrie	190997419596028	GL94455334466233057286	31
394	11	SPARKS	Sandie	563720817092552	MZ69466041594291573164	19
395	11	HANZLIK	Francene	247124852375011	MS23723721210803547819	26
396	9	COONEY	Vincenzo	759042538033529	SY05269822656624073379	18
397	6	LAQUANDA	Teasley	761532918550418	TC73278610638228508977	21
398	9	SARTOR	Zahl	080435647117059	VS80894571242991838173	22
399	12	DIFILIPPO	Guse	552656763819761	WK79252999030367365781	25
400	11	PATAO	Gabriella	593685317660313	ZE11223961458630073116	22
401	8	HETTIE	Sima	868359694463689	HU53578612610202055712	26
402	5	ILONA	Selden	534882811291324	XI14015122442336046473	20
403	10	STALLER	Hamlin	864507352448816	CJ46324261015239502663	29
404	10	KIMIKO	Danziger	039531579258165	EG29323950182561670927	28
405	7	WITHEY	Wallace	212433487527078	GH05518039679723959573	29
406	5	PIEDAD	Mina	620516780661979	AW66401019184055955703	23
407	8	LAJUANA	Joselyn	429493452247033	LN83445803723096254225	23
408	1	SELDEN	Rosalba	249492760567001	AR78852398656022537147	28
409	12	SEARS	Halina	946799508622393	FZ63289121791162025913	25
410	3	SAUCIER	Towner	166766854762159	BG90693338669545045303	26
411	1	KIRSH	Withey	004531013324404	YR62388064500178696466	26
412	8	JOVEL	Bickham	921698320094713	UL08477354897892062721	30
413	7	MASTER	Molton	616244766938645	XR91630613115035694363	24
414	10	JANEY	Speight	016539537947289	JD63660521032251879919	21
415	2	MIRIAM	Towner	836447259398620	VS28085399152309834520	19
416	6	RANGER	Pisano	674127636534851	VI45935813601057785468	23
